26/01/2021,06:00,CR Belouizdad U21, Bel Abbes U21, 4, 1, 1.16,6.13,11.30,
26/01/2021,06:00,ES Setif U21, Medea U21, 2, 1, 1.39,4.17,6.82,
26/01/2021,06:00,Magra U21, Kabylie U21, 1, 3, 2.50,3.20,2.50,
26/01/2021,06:00,Mlila U21, RC Relizane U21, 0, 0, 2.05,3.34,3.13,
26/01/2021,06:00,Skikda U21, Hussein Dey U21, 0, 1, 2.07,3.31,3.10,
26/01/2021,06:00,Tlemcen U21, MC Alger U21, 1, 0, 2.91,3.30,2.18,
26/01/2021,06:00,USM Alger U21, Oran U21, 3, 1, 1.79,3.45,3.89,
22/01/2021,06:00,Bel Abbes U21, Tlemcen U21, 1, 2, 5.24,3.75,1.56,
10/03/2020,08:00,Bel Abbes U21, ASO Chlef U21, 2, 2, 2.57,3.24,2.45,
10/03/2020,08:00,Constantine U21, Biskra U21, 1, 1, 1.39,4.39,6.28,
10/03/2020,08:00,CR Belouizdad U21, Paradou U21, 1, 2, 3.38,3.50,1.90,
10/03/2020,08:00,ES Setif U21, Kabylie U21, 2, 0, 1.61,3.77,4.59,
10/03/2020,08:00,Saoura U21, Bordj Bou Arreridj U21, 1, 0, 1.29,4.95,7.55,
10/03/2020,08:00,USM Alger U21, Oran U21, 5, 1, 2.22,3.21,2.91,
10/03/2020,07:00,MC Alger U21, Magra U21, 4, 0, 1.38,4.50,6.13,
09/03/2020,08:00,Mlila U21, Hussein Dey U21, 1, 0, 3.11,3.60,1.99,
03/03/2020,08:00,ASO Chlef U21, CR Belouizdad U21, 1, 1, 2.02,3.34,3.20,
03/03/2020,08:00,Biskra U21, ES Setif U21, 0, 3, 3.58,3.34,1.91,
03/03/2020,08:00,Bordj Bou Arreridj U21, MC Alger U21, 2, 3, 2.48,3.22,2.54,
03/03/2020,08:00,Kabylie U21, Bel Abbes U21, 2, 0, 1.77,3.54,4.73,
03/03/2020,08:00,Magra U21, Mlila U21, 3, 0, 1.90,3.36,3.42,
03/03/2020,08:00,Oran U21, Saoura U21, 0, 2, 3.45,3.45,1.89,
03/03/2020,07:00,Hussein Dey U21, Constantine U21, 1, 4, 3.31,3.35,1.97,
03/03/2020,07:00,Paradou U21, USM Alger U21, 2, 1, 1.52,3.93,5.13,
25/02/2020,08:00,ASO Chlef U21, Paradou U21, 2, 2, 3.03,3.58,2.04,
25/02/2020,08:00,Bel Abbes U21, Biskra U21, 0, 3, 2.53,3.38,2.43,
25/02/2020,08:00,Constantine U21, Magra U21, 2, 2, 1.30,4.96,7.42,
25/02/2020,08:00,CR Belouizdad U21, Kabylie U21, 1, 2, 2.36,3.34,2.63,
28/01/2020,08:00,ASO Chlef U21, Magra U21, 1, 0, 1.52,4.09,4.93,
25/01/2020,08:00,Paradou U21, Constantine U21, 2, 0, 1.94,3.36,3.42,
25/01/2020,07:00,Kabylie U21, Oran U21, 0, 0, 2.12,3.31,3.01,
11/01/2020,11:00,USM Alger U21, Kabylie U21, 2, 1, 1.91,3.34,3.64,
11/01/2020,10:30,Magra U21, Paradou U21, 3, 2, 6.95,4.73,1.34,
11/01/2020,07:00,MC Alger U21, ES Setif U21, 2, 1, 2.33,3.31,2.70,
21/12/2019,08:00,Constantine U21, MC Alger U21, 1, 1, 1.93,3.39,3.41,
21/12/2019,07:00,ASO Chlef U21, Bordj Bou Arreridj U21, 1, 1, 2.22,3.47,2.72,
21/12/2019,07:00,ES Setif U21, Saoura U21, 1, 1, 1.97,3.54,3.14,
21/12/2019,06:30,Paradou U21, Mlila U21, 2, 1, 1.05,9.46,20.41,
21/12/2019,06:00,Bel Abbes U21, USM Alger U21, 1, 1, 3.71,3.58,1.80,
21/12/2019,06:00,Biskra U21, Hussein Dey U21, 2, 1, 1.57,3.90,4.47,
21/12/2019,06:00,CR Belouizdad U21, Oran U21, 1, 0, 2.32,3.26,2.72,
21/12/2019,06:00,Kabylie U21, Magra U21, 1, 0, 1.26,5.06,8.53,
16/12/2019,10:00,USM Alger U21, CR Belouizdad U21, 3, 1, 1.87,3.27,3.82,
16/12/2019,08:00,Oran U21, ASO Chlef U21, 4, 1, 1.70,3.67,4.09,
16/12/2019,07:00,Bordj Bou Arreridj U21, Kabylie U21, 1, 0, 1.78,3.64,3.72,
16/12/2019,07:00,Hussein Dey U21, Paradou U21, 0, 2, 4.36,3.93,1.66,
16/12/2019,07:00,Magra U21, Biskra U21, 2, 5, 2.82,3.45,2.13,
16/12/2019,07:00,Mlila U21, Constantine U21, 1, 1, 4.04,3.68,1.71,
16/12/2019,06:00,Saoura U21, Bel Abbes U21, 4, 1, 1.34,4.74,6.51,
