Video,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label
https://www.youtube.com/watch?v=iFYWrDMfVNo,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE,0.0,0.5208333333333334,0.0,0.0,0.0,0.5208333333333334,POSITIVE,0.0,0.6125,0.0,0.0,0.0,0.6125,POSITIVE,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE,0.0,0.65625,0.0,0.0,0.0,0.65625,POSITIVE,0.0,0.625,0.0,0.0,0.0,0.625,POSITIVE,0.0,0.9375,0.0,0.0,0.0,0.9375,POSITIVE,1.0,0.0,0.525,0.525,0.525,-1.0,NEGATIVE,0.0,0.4375,0.0,0.0,0.0,0.4375,POSITIVE,0.0,0.9166666666666666,0.0,0.0,0.0,0.9166666666666666,POSITIVE,0.0,0.7416666666666667,0.0,0.0,0.0,0.7416666666666667,POSITIVE,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.1455,0.515,0.1455,0.0,0.1455,0.2725,MIXED,0.0,0.625,0.0,0.0,0.0,0.625,POSITIVE,0.0,0.65625,0.0,0.0,0.0,0.65625,POSITIVE,0.525,0.0,0.0,0.0,0.7875,-0.7875,NEGATIVE
"
"
Video,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label
https://www.youtube.com/watch?v=YUeiAhpPMjQ,0.0,0.9875,0.0,0.0,0.0,0.9875,POSITIVE,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE,0.0,0.5,0.0,0.0,0.0,0.5,POSITIVE,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
"
"
Video,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label
https://www.youtube.com/watch?v=XinLASYOJE4,0.17083333333333334,0.43555555555555553,0.0,0.0,0.0,0.3616666666666667,MIXED,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE,0.0,0.6770833333333334,0.0,0.0,0.0,0.6770833333333334,POSITIVE,0.0,0.9734375,0.0,0.0,0.0,0.9734375,POSITIVE,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.0,0.80625,0.0,0.0,0.0,0.80625,POSITIVE,0.0,0.8979166666666667,0.0,0.0,0.0,0.8979166666666667,POSITIVE,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
"
"
Video,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label,Sadness,Joy,Fear,Disgust,Anger,Score,Label
